월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,19858,1035,12,3,72200
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,200,16,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,103,9,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,49697,3223,45,3,67300
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,61014,4922,38,4,179600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,30370,1516,25,1,29600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,74,1,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,2262,79,1,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,15653,811,24,2,44400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,30,4,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,256,6,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,1864,97,1,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,41214,2410,42,3,97000
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,39,2,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,79038,7227,125,2,32600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,70521,4825,54,5,185500
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,170,2,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,예일 테스트,사라(예일),193243,12349,235,13,322300
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),56689,2116,36,8,243000
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 20,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),93708,4611,73,4,79900
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 21,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,18029,2266,45,1,3100
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 21,LINK_CLICKS,트래픽-전제품,매니저 이미지-1(래빗),25572,3004,153,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 21,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,20200,1839,70,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 21,LINK_CLICKS,트래픽-전제품,트래픽 민혁,24523,2720,66,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 21,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,19663,1997,63,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 21,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,30044,3978,121,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,67054,3863,63,8,270100
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,20521,1204,22,1,26600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,5618,163,3,2,108800
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1407,82,1,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,10920,522,12,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,13342,775,10,1,54400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,104,12,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,40,5,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,45318,3515,45,2,38400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,93633,8324,83,2,44400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,28020,1801,21,7,169800
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,475,34,1,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,1382,82,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,17479,1179,10,4,100800
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,124,9,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,103,9,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,2606,119,1,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,45290,2569,41,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,7,1,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,66019,6407,121,5,112600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,98496,6419,75,4,180100
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,27,2,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,예일 테스트,사라(예일),214551,14280,235,13,366000
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),64636,2458,61,5,195300
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 21,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),106084,4773,80,5,136660
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 22,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,22289,2530,66,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 22,LINK_CLICKS,트래픽-전제품,매니저 이미지-1(래빗),26282,2797,137,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 22,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,21788,1959,63,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 22,LINK_CLICKS,트래픽-전제품,트래픽 민혁,27460,3310,107,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 22,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,21735,2256,78,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_트래픽,2025. 6. 22,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,32568,4129,135,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,67757,4143,82,6,185400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,26551,1581,25,2,62600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,2808,135,3,1,11800
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1117,53,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,7760,340,8,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,14699,768,21,1,26600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,61,4,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,49,2,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,46812,3983,50,3,117800
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,89355,8309,90,5,128400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,27875,1679,24,1,51400
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,237,21,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,1665,71,2,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,15861,962,11,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,33,7,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,245,13,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,4311,174,4,1,17800
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,55323,3163,60,2,49500
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,118,5,0,0,0
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,80897,7827,161,4,59600
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,74639,5484,71,2,43500
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,예일 테스트,사라(예일),210741,13635,229,14,418000
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),65462,2549,53,1,11900
2025. 6. 1,2025. 6. 16,기타,기타,기타,메타_전환,2025. 6. 22,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),106058,4969,113,7,205500
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 23,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,22691,2027,56,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 23,LINK_CLICKS,트래픽-전제품,매니저 이미지-1(래빗),24915,2417,113,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 23,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,20037,1738,56,1,14800
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 23,LINK_CLICKS,트래픽-전제품,트래픽 민혁,25621,2716,106,1,29600
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 23,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,20522,1856,63,1,11900
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 23,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,30114,4107,112,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,61265,2957,49,8,293100
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,17689,931,21,2,78200
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,7251,286,6,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1823,104,2,1,14800
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,13366,576,16,2,53400
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,32269,1573,18,1,54400
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,237,10,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,96,7,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,54017,3192,37,5,165800
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,44991,3509,35,2,26600
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,36875,2140,31,2,75200
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,483,27,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,1760,83,2,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,14088,763,12,2,48500
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,117,3,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,182,12,1,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,6059,278,3,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,50386,2629,57,5,150400
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,94,7,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,91784,7605,167,5,160200
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,56970,3606,50,6,195600
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,11,3,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,45,2,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,예일 테스트,사라(예일),202354,11027,186,15,582100
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),62865,2038,40,1,27600
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 23,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),102279,4269,96,6,183000
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 24,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,20339,2038,54,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 24,LINK_CLICKS,트래픽-전제품,매니저 이미지-1(래빗),26150,2718,99,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 24,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,21286,1995,66,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 24,LINK_CLICKS,트래픽-전제품,트래픽 민혁,25080,2716,85,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 24,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,20754,1912,64,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 24,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,31998,4489,125,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,68144,3242,40,5,134200
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,22401,1236,19,3,78000
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,5153,167,1,1,36700
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1681,72,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,15467,535,21,3,84100
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,28393,1364,16,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,2864,133,2,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,743,40,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,47507,3107,32,7,209400
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,61536,4857,38,3,97400
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,42312,2738,36,3,92800
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,476,29,1,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,1510,82,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,11177,724,17,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,48,6,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,307,11,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,10873,404,6,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,83369,4283,71,3,84200
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,2317,102,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,77061,6157,116,4,92800
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,53517,3197,43,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,683,27,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,62,10,0,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,예일 테스트,사라(예일),213237,12172,174,12,374200
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),65966,2130,32,0,0
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_전환,2025. 6. 24,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),111155,5040,81,3,83000
2025. 6. 1,2025. 6. 23,기타,기타,기타,메타_트래픽,2025. 6. 25,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,18579,1960,43,0,0
