월 구분,주 구분,브랜드명,상품명,추가 구분,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,179,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3857.0,120,4,0.0,0.0,3.33,964.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,33766.0,4807,53,0.0,0.0,1.1,637.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,21,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3412.0,682,7,1.0,29600.0,1.03,487.0,3412.0,14.29,868.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2461.0,223,6,0.0,0.0,2.69,410.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,33,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,10,0,1.0,54400.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-14,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_애드부스트,2025-07-14,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,7986.0,448,19,1.0,19800.0,4.24,420.0,7986.0,5.26,248.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,892.0,182,2,0.0,0.0,1.1,446.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2737.0,119,7,0.0,0.0,5.88,391.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,28606.0,8235,90,3.0,98900.0,1.09,318.0,9535.0,3.33,346.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,59,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,831.0,28,2,0.0,0.0,7.14,416.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2411.0,1336,7,0.0,0.0,0.52,344.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1854.0,340,5,1.0,29600.0,1.47,371.0,1854.0,20.0,1597.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,449.0,39,1,0.0,0.0,2.56,449.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-15,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_애드부스트,2025-07-15,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,4397.0,436,16,1.0,24800.0,3.67,275.0,4397.0,6.25,564.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,220.0,221,1,0.0,0.0,0.45,220.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,1559.0,163,4,0.0,0.0,2.45,390.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,28816.0,6394,87,1.0,19800.0,1.36,331.0,28816.0,1.15,69.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,461.0,23,1,0.0,0.0,4.35,461.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2319.0,1249,9,0.0,0.0,0.72,258.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3489.0,305,9,1.0,29800.0,2.95,388.0,3489.0,11.11,854.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,469.0,16,1,0.0,0.0,6.25,469.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-16,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_애드부스트,2025-07-16,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,2882.0,498,21,4.0,113900.0,4.22,137.0,720.0,19.05,3952.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,230,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,929.0,100,2,0.0,0.0,2.0,464.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,29877.0,6150,87,1.0,14800.0,1.41,343.0,29877.0,1.15,50.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,354.0,64,1,0.0,0.0,1.56,354.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,447.0,37,1,0.0,0.0,2.7,447.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3013.0,1514,9,0.0,0.0,0.59,335.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,146.0,8,1,0.0,0.0,12.5,146.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,450.0,235,1,0.0,0.0,0.43,450.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,332.0,37,1,0.0,0.0,2.7,332.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-17,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_애드부스트,2025-07-17,ADVoost 쇼핑,ADVoost-전제품-자사몰-1949,ADVoost-전제품-자사몰-1949,3267.0,500,20,0.0,0.0,4.0,163.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,803.0,215,2,0.0,0.0,0.93,402.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,905.0,110,2,0.0,0.0,1.82,452.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,29150.0,6411,90,5.0,103900.0,1.4,324.0,5830.0,5.56,356.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,53,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,644.0,41,2,0.0,0.0,4.88,322.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,2143.0,1338,8,0.0,0.0,0.6,268.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,3809.0,228,11,2.0,44600.0,4.82,346.0,1904.0,18.18,1171.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,41,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 14,기존제품,기타,기타,GFA_카탈로그,2025-07-18,카탈로그 판매,카탈로그-전제품-자사몰-1454,카탈로그-전제품-자사몰-1454,0.0,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
