월 구분,주 구분,브랜드명,상품명,추가 구분,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,5303.0,329,6,1.0,22800.0,1.82,884.0,5303.0,16.67,430.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,6467.0,415,3,1.0,59400.0,0.72,2156.0,6467.0,33.33,919.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,415.0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,238.0,17,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,12084.0,452,3,0.0,0.0,0.66,4028.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,12467.0,638,13,2.0,55300.0,2.04,959.0,6234.0,15.38,444.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,176.0,18,1,1.0,29600.0,5.56,176.0,176.0,100.0,16818.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,17344.0,1546,20,2.0,130600.0,1.29,867.0,8672.0,10.0,753.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,38680.0,2547,52,1.0,51400.0,2.04,744.0,38680.0,1.92,133.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,150.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,531.0,37,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,예일 테스트,사라(예일),197937.0,11640,163,8.0,241400.0,1.4,1214.0,24742.0,4.91,122.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),42091.0,1672,37,3.0,81600.0,2.21,1138.0,14030.0,8.11,194.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-07,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),49825.0,2105,56,3.0,90100.0,2.66,890.0,16608.0,5.36,181.0
2025. 7. 1,2025. 7. 7,기존제품,파우치,기타,메타_트래픽,2025-07-08,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,20738.0,2428,59,0.0,0.0,2.43,351.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_트래픽,2025-07-08,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,19513.0,2916,49,0.0,0.0,1.68,398.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_트래픽,2025-07-08,LINK_CLICKS,트래픽-전제품,트래픽 민혁,24640.0,3721,92,1.0,39600.0,2.47,268.0,24640.0,1.09,161.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_트래픽,2025-07-08,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,19523.0,2074,74,0.0,0.0,3.57,264.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,호랑이러그,기타,메타_트래픽,2025-07-08,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,28980.0,4453,115,0.0,0.0,2.58,252.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,39214.0,2742,34,0.0,0.0,1.24,1153.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,48788.0,2560,48,5.0,148200.0,1.88,1016.0,9758.0,10.42,304.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6201.0,296,7,0.0,0.0,2.36,886.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,1279.0,45,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,19656.0,663,25,1.0,17800.0,3.77,786.0,19656.0,4.0,91.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,76200.0,8319,201,10.0,246200.0,2.42,379.0,7620.0,4.98,323.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,29408.0,2218,73,7.0,202900.0,3.29,403.0,4201.0,9.59,690.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,46526.0,2641,66,2.0,39600.0,2.5,705.0,23263.0,3.03,85.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,29093.0,1568,46,2.0,54600.0,2.93,632.0,14546.0,4.35,188.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,45599.0,3267,58,1.0,29800.0,1.78,786.0,45599.0,1.72,65.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-08,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,138005.0,14072,223,5.0,226400.0,1.58,619.0,27601.0,2.24,164.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,31322.0,1473,17,1.0,26600.0,1.15,1842.0,31322.0,5.88,85.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,3966.0,98,4,0.0,0.0,4.08,992.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,1735.0,85,1,0.0,0.0,1.18,1735.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,98191.0,6930,65,9.0,398400.0,0.94,1511.0,10910.0,13.85,406.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,54997.0,4259,52,3.0,58600.0,1.22,1058.0,18332.0,5.77,107.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,25503.0,1600,13,0.0,0.0,0.81,1962.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,1513.0,92,0,1.0,29600.0,0.0,0.0,1513.0,0.0,1956.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,3646.0,266,3,0.0,0.0,1.13,1215.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,8110.0,501,4,0.0,0.0,0.8,2028.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,1069.0,65,1,0.0,0.0,1.54,1069.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,243.0,21,1,0.0,0.0,4.76,243.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,9112.0,361,5,0.0,0.0,1.39,1822.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,11714.0,591,11,1.0,29600.0,1.86,1065.0,11714.0,9.09,253.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,382.0,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,12435.0,1209,14,1.0,19800.0,1.16,888.0,12435.0,7.14,159.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,39791.0,2518,37,2.0,59800.0,1.47,1075.0,19896.0,5.41,150.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,1028.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,483.0,25,1,0.0,0.0,4.0,483.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,예일 테스트,사라(예일),189687.0,11132,162,14.0,379647.0,1.46,1171.0,13549.0,8.64,200.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),37675.0,1476,24,2.0,81000.0,1.63,1570.0,18838.0,8.33,215.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-08,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),47342.0,2038,47,5.0,168872.0,2.31,1007.0,9468.0,10.64,357.0
2025. 7. 1,2025. 7. 7,기존제품,파우치,기타,메타_트래픽,2025-07-09,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,18468.0,1884,54,0.0,0.0,2.87,342.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_트래픽,2025-07-09,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,19220.0,2099,48,0.0,0.0,2.29,400.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_트래픽,2025-07-09,LINK_CLICKS,트래픽-전제품,트래픽 민혁,24040.0,2985,82,0.0,0.0,2.75,293.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_트래픽,2025-07-09,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,19618.0,1886,72,0.0,0.0,3.82,272.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,호랑이러그,기타,메타_트래픽,2025-07-09,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,28979.0,4123,107,0.0,0.0,2.6,271.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,43900.0,2629,39,3.0,145600.0,1.48,1126.0,14633.0,7.69,332.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,48107.0,2566,46,3.0,121400.0,1.79,1046.0,16036.0,6.52,252.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6996.0,365,5,0.0,0.0,1.37,1399.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,372.0,26,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,17833.0,514,18,3.0,83000.0,3.5,991.0,5944.0,16.67,465.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,75334.0,7940,172,10.0,261573.0,2.17,438.0,7533.0,5.81,347.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,47771.0,3311,84,8.0,184000.0,2.54,569.0,5971.0,9.52,385.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,48500.0,2535,75,3.0,73200.0,2.96,647.0,16167.0,4.0,151.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,29671.0,1349,33,1.0,29800.0,2.45,899.0,29671.0,3.03,100.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,47549.0,3182,67,5.0,245320.0,2.11,710.0,9510.0,7.46,516.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-09,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,142935.0,14210,226,11.0,497500.0,1.59,632.0,12994.0,4.87,348.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,17197.0,846,14,0.0,0.0,1.65,1228.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,4136.0,158,3,0.0,0.0,1.9,1379.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,1208.0,44,1,0.0,0.0,2.27,1208.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,88962.0,6811,73,3.0,87000.0,1.07,1219.0,29654.0,4.11,98.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,85932.0,6666,72,4.0,56200.0,1.08,1194.0,21483.0,5.56,65.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,21524.0,1318,20,3.0,94000.0,1.52,1076.0,7175.0,15.0,437.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,1403.0,60,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,4846.0,304,5,1.0,29600.0,1.64,969.0,4846.0,20.0,611.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,9425.0,445,6,2.0,39600.0,1.35,1571.0,4712.0,33.33,420.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24 데이지,1551.0,68,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-2,733.0,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,카페24-3-1,7169.0,247,3,0.0,0.0,1.21,2390.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,ASC 예일짜집기ver2,15201.0,765,15,2.0,46600.0,1.96,1013.0,7600.0,13.33,307.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,김영은_블랙래빗,516.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,서코 토끼 이미지-1,10415.0,1035,20,1.0,22800.0,1.93,521.0,10415.0,5.0,219.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,유정화이트레빗,40301.0,2380,27,1.0,48500.0,1.13,1493.0,40301.0,3.7,120.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗유정_하트,176.0,15,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,어드벤 토끼콤마 0416 캠페인,💗김호수_하트,1005.0,37,3,0.0,0.0,8.11,335.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,예일 테스트,사라(예일),196588.0,11467,162,9.0,290400.0,1.41,1214.0,21843.0,5.56,148.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,예일 테스트,예일_짜집기(ver2),39745.0,1515,20,3.0,157700.0,1.32,1987.0,13248.0,15.0,397.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-09,OUTCOME_SALES,예일 테스트,예일_짜집기(ver3),48952.0,1916,55,2.0,81000.0,2.87,890.0,24476.0,3.64,165.0
2025. 7. 1,2025. 7. 7,기존제품,파우치,기타,메타_트래픽,2025-07-10,LINK_CLICKS,트래픽-전제품,마우스패드 100 트래픽,5763.0,650,14,0.0,0.0,2.15,412.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_트래픽,2025-07-10,LINK_CLICKS,트래픽-전제품,트래픽 데이지 이미지,19053.0,2353,45,0.0,0.0,1.91,423.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_트래픽,2025-07-10,LINK_CLICKS,트래픽-전제품,트래픽 민혁,23973.0,2901,78,0.0,0.0,2.69,307.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_트래픽,2025-07-10,LINK_CLICKS,트래픽-전제품,트래픽 사라음성 -,18737.0,1851,48,0.0,0.0,2.59,390.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,호랑이러그,기타,메타_트래픽,2025-07-10,LINK_CLICKS,트래픽-전제품,트래픽 호랑이 파란이미지,28357.0,3879,112,0.0,0.0,2.89,253.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-계절이바뀜,39891.0,2190,35,0.0,0.0,1.6,1140.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-사라9,44846.0,2358,31,2.0,81000.0,1.31,1447.0,22423.0,6.45,181.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,6878.0,291,6,1.0,39600.0,2.06,1146.0,6878.0,16.67,576.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-이거진짜물건,503.0,25,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,데이지-이미지-매일뽀송,22045.0,742,15,7.0,200330.0,2.02,1470.0,3149.0,46.67,909.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,수동 데이지 애기더빙,99344.0,10733,251,10.0,343500.0,2.34,396.0,9934.0,3.98,346.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,토마토 호수,78028.0,5208,145,6.0,154000.0,2.78,538.0,13005.0,4.14,197.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,48172.0,2490,55,2.0,67800.0,2.21,876.0,24086.0,3.64,141.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,29265.0,1606,36,5.0,182700.0,2.24,813.0,5853.0,13.89,624.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,48458.0,3449,61,5.0,143000.0,1.77,794.0,9692.0,8.2,295.0
2025. 7. 1,2025. 7. 7,기존제품,룸슈즈,기타,메타_전환,2025-07-10,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,144325.0,14356,197,17.0,511400.0,1.37,733.0,8490.0,8.63,354.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,1-데이지,11908.0,507,8,1.0,38600.0,1.58,1488.0,11908.0,12.5,324.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,4-데이지,3965.0,139,2,0.0,0.0,1.44,1982.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,발매트,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,6-데이지만_⭐편집 living_vely,2843.0,76,2,0.0,0.0,2.63,1422.0,0.0,0.0,0.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,asc 사라음성,75854.0,5558,50,3.0,110800.0,0.9,1517.0,25285.0,6.0,146.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,92612.0,7102,66,5.0,166900.0,0.93,1403.0,18522.0,7.58,180.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,영상 애기 더빙,27370.0,1736,26,1.0,26600.0,1.5,1053.0,27370.0,3.85,97.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25,2572.0,140,1,1.0,17800.0,0.71,2572.0,2572.0,100.0,692.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -초록,6293.0,360,2,2.0,54400.0,0.56,3146.0,3146.0,100.0,864.0
2025. 7. 1,2025. 7. 7,기존제품,기타,기타,메타_전환,2025-07-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,이미지 24-11-25 -파랑,5980.0,344,3,0.0,0.0,0.87,1993.0,0.0,0.0,0.0
