월 구분,주 구분,브랜드명,상품명,프로모션,유형구분,일 구분,목표,캠페인,세트이름,비용,노출,클릭,전환수,전환값,ctr,cpc,cpa,cvr,roas,비용_zscore,비용_grade,노출_zscore,노출_grade,클릭_zscore,클릭_grade,전환수_zscore,전환수_grade,전환값_zscore,전환값_grade,ctr_zscore,ctr_grade,cpc_zscore,cpc_grade,cpa_zscore,cpa_grade,cvr_zscore,cvr_grade,roas_zscore,roas_grade
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-발매트_11.04종료,토마토-동영상-영은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-보냉백,보냉백-동영상-김영은-귀여운,33985.0,1226.0,27.0,1.0,39600.0,2.2,1259.0,33985.0,3.7,117.0,0.01,중,-0.22,중,-0.17,중,-0.21,중,-0.16,중,0.06,중,0.62,중,2.08,상,-0.06,중,-0.06,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-보냉백,보냉백-동영상-김호수-직접,1537.0,46.0,2.0,0.0,0.0,4.35,768.0,0.0,0.0,0.0,-0.49,중,-0.48,중,-0.5,중,-0.46,중,-0.46,중,0.64,중,0.02,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-보냉백,보냉백-동영상-유정-필수탬,1326.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실-수정,48541.0,2117.0,70.0,1.0,39800.0,3.31,693.0,48541.0,1.43,82.0,0.23,중,-0.02,중,0.39,중,-0.21,중,-0.15,중,0.36,중,-0.07,중,3.21,상,-0.26,중,-0.1,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,5487.0,203.0,5.0,0.0,0.0,2.46,1097.0,0.0,0.0,0.0,-0.43,중,-0.44,중,-0.46,중,-0.46,중,-0.46,중,0.13,중,0.42,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,43225.0,1990.0,46.0,1.0,24800.0,2.31,940.0,43225.0,2.17,57.0,0.15,중,-0.05,중,0.07,중,-0.21,중,-0.27,중,0.09,중,0.23,중,2.8,상,-0.19,중,-0.13,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-앞치마,앞치마-이미지-주방의완성,743.0,52.0,1.0,0.0,0.0,1.92,743.0,0.0,0.0,0.0,-0.5,중,-0.48,중,-0.51,중,-0.46,중,-0.46,중,-0.02,중,-0.01,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,76146.0,12283.0,271.0,6.0,161000.0,2.21,281.0,12691.0,2.21,211.0,0.65,중,2.21,상,2.99,상,1.02,상,0.78,중,0.06,중,-0.57,중,0.42,중,-0.19,중,0.06,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-무주택,718.0,91.0,1.0,0.0,0.0,1.1,718.0,0.0,0.0,0.0,-0.5,중,-0.47,중,-0.51,중,-0.46,중,-0.46,중,-0.24,중,-0.04,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,15203.0,871.0,27.0,1.0,41400.0,3.1,563.0,15203.0,3.7,272.0,-0.28,중,-0.3,중,-0.17,중,-0.21,중,-0.14,중,0.3,중,-0.23,중,0.61,중,-0.06,중,0.14,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-현주-애착실내화,0.0,0.0,0.0,1.0,29800.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.21,중,-0.23,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리룸슈즈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,데이지-이미지-매일뽀송,404.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,데이지-이미지-젤리처럼,1503.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.49,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,파우치-동영상-내집마련,111728.0,21228.0,445.0,10.0,283000.0,2.1,251.0,11173.0,2.25,253.0,1.19,상,4.17,상,5.25,상,2.01,상,1.72,상,0.03,중,-0.61,중,0.3,중,-0.18,중,0.11,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,파우치-동영상-무주택,1235.0,96.0,2.0,1.0,29800.0,2.08,618.0,1235.0,50.0,2413.0,-0.49,중,-0.47,중,-0.5,중,-0.21,중,-0.23,중,0.02,중,-0.16,중,-0.47,중,4.03,상,2.82,상
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,파우치-이미지-이제자취,55.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-08,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,호랑이-이미지-발사진,27.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-룸슈즈,룸슈즈-동영상-테리가소개,13739.0,487.0,14.0,0.0,0.0,2.87,981.0,0.0,0.0,0.0,-0.3,중,-0.38,중,-0.34,중,-0.46,중,-0.46,중,0.24,중,0.28,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-룸슈즈,룸슈즈-동영상-테리룸슈즈,74340.0,3378.0,93.0,3.0,89400.0,2.75,799.0,24780.0,3.23,120.0,0.62,중,0.25,중,0.68,중,0.28,중,0.23,중,0.21,중,0.06,중,1.36,상,-0.1,중,-0.05,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-룸슈즈,룸슈즈-동영상-현주-애착실내화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-발매트,데이지-동영상-애기더빙,87544.0,4084.0,78.0,3.0,66800.0,1.91,1122.0,29181.0,3.85,76.0,0.83,중,0.41,중,0.49,중,0.28,중,0.05,중,-0.02,중,0.45,중,1.7,상,-0.04,중,-0.11,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-발매트,데이지-이미지-매일뽀송,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-발매트,토마토-동영상-영은,40525.0,1533.0,51.0,2.0,91000.0,3.33,795.0,20262.0,3.92,225.0,0.11,중,-0.15,중,0.14,중,0.04,중,0.24,중,0.37,중,0.05,중,1.01,상,-0.04,중,0.08,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-발매트_11.04종료,데이지-동영상-애기더빙,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-보냉백,보냉백-동영상-김영은-귀여운,41892.0,1525.0,23.0,1.0,34600.0,1.51,1821.0,41892.0,4.35,83.0,0.13,중,-0.15,중,-0.22,중,-0.21,중,-0.19,중,-0.13,중,1.3,상,2.69,상,0.0,중,-0.1,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-보냉백,보냉백-동영상-김호수-직접,409.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실-수정,53655.0,2332.0,73.0,2.0,130600.0,3.13,735.0,26828.0,2.74,243.0,0.31,중,0.02,중,0.42,중,0.04,중,0.55,중,0.31,중,-0.02,중,1.52,상,-0.14,중,0.1,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,122.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,52597.0,2460.0,48.0,1.0,29600.0,1.95,1096.0,52597.0,2.08,56.0,0.29,중,0.05,중,0.1,중,-0.21,중,-0.23,중,-0.01,중,0.42,중,3.53,상,-0.2,중,-0.13,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-앞치마,앞치마-이미지-주방의완성,54.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,83754.0,14685.0,252.0,5.0,143000.0,1.72,332.0,16751.0,1.98,171.0,0.77,중,2.73,상,2.75,상,0.78,중,0.64,중,-0.07,중,-0.51,중,0.74,중,-0.21,중,0.01,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-파우치,파우치-이미지-이제자취,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,21334.0,1141.0,37.0,2.0,84400.0,3.24,577.0,10667.0,5.41,396.0,-0.19,중,-0.24,중,-0.04,중,0.04,중,0.19,중,0.34,중,-0.21,중,0.26,중,0.1,중,0.29,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,구매-전제품_11.04종료,룸슈즈-동영상-테리가소개,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,데이지-이미지-매일뽀송,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,데이지-이미지-젤리처럼,2188.0,104.0,3.0,0.0,0.0,2.88,729.0,0.0,0.0,0.0,-0.48,중,-0.47,중,-0.48,중,-0.46,중,-0.46,중,0.24,중,-0.03,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,앞치마-이미지-주방의완성,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,파우치-동영상-내집마련,118992.0,22620.0,392.0,9.0,399800.0,1.73,304.0,13221.0,2.3,336.0,1.31,상,4.47,상,4.56,상,1.76,상,2.63,상,-0.07,중,-0.55,중,0.46,중,-0.18,중,0.22,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,파우치-동영상-무주택,2564.0,341.0,7.0,0.0,0.0,2.05,366.0,0.0,0.0,0.0,-0.47,중,-0.41,중,-0.43,중,-0.46,중,-0.46,중,0.02,중,-0.47,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,파우치-이미지-이제자취,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,호랑이-이미지-발사진,0.0,0.0,0.0,1.0,29800.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.21,중,-0.23,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 3,기타,기타,기타,메타_전환,2025-11-09,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품_11.04종료,어드밴티지+ 쇼핑 캠페인 2024-05-06 광고 - 사본,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-룸슈즈,룸슈즈-동영상-테리가소개,21782.0,548.0,15.0,0.0,0.0,2.74,1452.0,0.0,0.0,0.0,-0.18,중,-0.37,중,-0.33,중,-0.46,중,-0.46,중,0.2,중,0.85,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-룸슈즈,룸슈즈-동영상-테리룸슈즈,58534.0,2825.0,63.0,6.0,245200.0,2.23,929.0,9756.0,9.52,419.0,0.38,중,0.13,중,0.3,중,1.02,상,1.43,상,0.07,중,0.22,중,0.19,중,0.46,중,0.32,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-발매트,데이지-동영상-사라9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-발매트,데이지-동영상-애기더빙,43835.0,1649.0,27.0,0.0,0.0,1.64,1624.0,0.0,0.0,0.0,0.16,중,-0.13,중,-0.17,중,-0.46,중,-0.46,중,-0.1,중,1.06,상,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-발매트,데이지-동영상-이거진짜물건,17429.0,732.0,15.0,0.0,0.0,2.05,1162.0,0.0,0.0,0.0,-0.25,중,-0.33,중,-0.33,중,-0.46,중,-0.46,중,0.02,중,0.5,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-발매트,데이지-이미지-매일뽀송,16834.0,715.0,12.0,0.0,0.0,1.68,1403.0,0.0,0.0,0.0,-0.25,중,-0.33,중,-0.37,중,-0.46,중,-0.46,중,-0.08,중,0.79,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-발매트,토마토-동영상-영은,42187.0,1534.0,54.0,3.0,178800.0,3.52,781.0,14062.0,5.56,424.0,0.13,중,-0.15,중,0.18,중,0.28,중,0.92,중,0.42,중,0.04,중,0.53,중,0.11,중,0.33,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-보냉백,보냉백-동영상-김영은-귀여운,24678.0,620.0,10.0,0.0,0.0,1.61,2468.0,0.0,0.0,0.0,-0.13,중,-0.35,중,-0.39,중,-0.46,중,-0.46,중,-0.1,중,2.09,상,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-보냉백,보냉백-동영상-김호수-직접,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-보냉백,보냉백-동영상-유정-필수탬,56.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-목욕가운,로브-동영상-cozy,18965.0,1172.0,13.0,0.0,0.0,1.11,1459.0,0.0,0.0,0.0,-0.22,중,-0.23,중,-0.35,중,-0.46,중,-0.46,중,-0.24,중,0.86,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-김호수-몽실몽실-수정,44981.0,1409.0,46.0,2.0,106600.0,3.26,978.0,22490.0,4.35,237.0,0.18,중,-0.18,중,0.07,중,0.04,중,0.36,중,0.35,중,0.27,중,1.18,상,0.0,중,0.09,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-이현주-인생블랭킷,214.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-동영상-집순이,4185.0,361.0,7.0,0.0,0.0,1.94,598.0,0.0,0.0,0.0,-0.45,중,-0.41,중,-0.43,중,-0.46,중,-0.46,중,-0.01,중,-0.19,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-블랭킷,블랭킷-이미지-에어드랍,296.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-김호수-상큼상큼,10744.0,419.0,3.0,0.0,0.0,0.72,3581.0,0.0,0.0,0.0,-0.35,중,-0.4,중,-0.48,중,-0.46,중,-0.46,중,-0.35,중,3.44,상,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이건나만,23775.0,950.0,24.0,1.0,24800.0,2.53,991.0,23775.0,4.17,104.0,-0.15,중,-0.28,중,-0.21,중,-0.21,중,-0.27,중,0.15,중,0.29,중,1.28,상,-0.01,중,-0.07,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-앞치마,앞치마-동영상-이현주-핸드드로잉,15000.0,507.0,5.0,0.0,0.0,0.99,3000.0,0.0,0.0,0.0,-0.28,중,-0.38,중,-0.46,중,-0.46,중,-0.46,중,-0.27,중,2.73,상,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-앞치마,앞치마-이미지-주방의완성,4133.0,130.0,4.0,0.0,0.0,3.08,1033.0,0.0,0.0,0.0,-0.45,중,-0.46,중,-0.47,중,-0.46,중,-0.46,중,0.3,중,0.34,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-내집마련,71305.0,11462.0,187.0,7.0,212400.0,1.63,381.0,10186.0,3.74,298.0,0.58,중,2.03,상,1.9,상,1.27,상,1.18,상,-0.1,중,-0.45,중,0.22,중,-0.05,중,0.17,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-무주택,5698.0,548.0,5.0,0.0,0.0,0.91,1140.0,0.0,0.0,0.0,-0.42,중,-0.37,중,-0.46,중,-0.46,중,-0.46,중,-0.3,중,0.47,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-파우치,파우치-동영상-카페가서,4235.0,397.0,6.0,1.0,29800.0,1.51,706.0,4235.0,16.67,704.0,-0.45,중,-0.4,중,-0.44,중,-0.21,중,-0.23,중,-0.13,중,-0.06,중,-0.24,중,1.09,상,0.68,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-파우치,파우치-이미지-이제자취,298.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.48,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-김호수-부드러운촉감,13099.0,677.0,13.0,2.0,81600.0,1.92,1008.0,6550.0,15.38,623.0,-0.31,중,-0.34,중,-0.35,중,0.04,중,0.17,중,-0.02,중,0.31,중,-0.06,중,0.97,중,0.58,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,구매-신제품-파자마,파자마-동영상-이현주-집순이라,11477.0,516.0,19.0,2.0,190800.0,3.68,604.0,5738.0,10.53,1662.0,-0.34,중,-0.38,중,-0.28,중,0.04,중,1.01,상,0.46,중,-0.18,중,-0.12,중,0.55,중,1.88,상
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,데이지-이미지-매일뽀송,147.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,데이지-이미지-젤리처럼,4641.0,268.0,6.0,0.0,0.0,2.24,774.0,0.0,0.0,0.0,-0.44,중,-0.43,중,-0.44,중,-0.46,중,-0.46,중,0.07,중,0.03,중,-0.57,중,-0.38,중,-0.2,중
2025. 11. 1,2025. 11. 10,기타,기타,기타,메타_전환,2025-11-10,OUTCOME_SALES,어드밴티지쇼핑-구매-전제품,블랭킷-동영상-김호수-몽실몽실-수정,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,중,-0.49,중,-0.52,중,-0.46,중,-0.46,중,-0.54,중,-0.91,중,-0.57,중,-0.38,중,-0.2,중
