channel,funnel,month,week,Day,Session source,Session medium,Session campaign,Event name,Total users,New users,Event count,Event value,Sessions,Engaged sessions,Average session duration,Bounce rate
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,first_visit,29,29,29,0,29,19,0,0.3448275862
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,page_view,38,0,93,0,38,26,23.80952242,0.3157894737
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,scroll,23,0,48,0,23,23,107.7184214,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,select_item,13,0,17,0,13,13,28.64594515,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,session_start,38,0,39,0,39,26,0,0.3333333333
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,user_engagement,19,0,46,0,19,18,115.8425342,0.05263157895
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,view_item,18,0,25,2641500,18,18,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120221163862220122,view_item_list,34,0,63,0,34,26,22.58237962,0.2352941176
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,first_visit,2,2,2,0,2,1,0,0.5
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,page_view,3,0,7,0,3,2,5.125131,0.3333333333
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,scroll,3,0,5,0,3,2,10.35768533,0.3333333333
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,select_item,1,0,1,0,1,1,0,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,session_start,3,0,3,0,3,2,0,0.3333333333
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,user_engagement,2,0,5,0,2,2,8.4103845,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,view_item,1,0,2,201600,1,1,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,ig,paid,120223568021060122,view_item_list,3,0,5,0,3,2,4.697554,0.3333333333
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),first_visit,10,10,10,0,10,7,0,0.3
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),page_view,10,0,35,0,10,7,11.5430344,0.3
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),scroll,7,0,15,0,7,6,11.86930186,0.1428571429
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),select_item,4,0,5,0,4,4,3.701545,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),session_start,10,0,11,0,11,7,0,0.3636363636
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),user_engagement,7,0,21,0,8,7,28.10468775,0.125
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),view_item,8,0,9,1056000,8,6,1.3320905,0.25
메타 광고,활동,2025-05-01,2025-05-12,2025-05-16,l.instagram.com,referral,(referral),view_item_list,7,0,16,0,7,7,0,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,m.search.naver.com,referral,(referral),page_view,2,0,4,0,3,1,0.1885333333,0.6666666667
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,m.search.naver.com,referral,(referral),scroll,1,0,2,0,1,1,10.762951,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,m.search.naver.com,referral,(referral),session_start,2,0,3,0,3,1,0,0.6666666667
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,m.search.naver.com,referral,(referral),user_engagement,1,0,1,0,1,1,2.546495,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,m.search.naver.com,referral,(referral),view_item,1,0,1,238000,1,1,5.013178,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,m.search.naver.com,referral,(referral),view_item_list,1,0,2,0,2,0,5.805458,1
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),first_visit,1,1,1,0,1,1,0,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),page_view,1,0,3,0,1,1,15.144306,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),scroll,1,0,2,0,1,1,26.954829,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),select_item,1,0,1,0,1,1,7.592446,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),session_start,1,0,1,0,1,1,0,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),user_engagement,1,0,1,0,1,1,3.622141,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),view_item,1,0,1,127800,1,1,0,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver,organic,(organic),view_item_list,1,0,1,0,1,1,0,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),first_visit,5,5,5,0,5,5,0,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),page_view,6,0,30,0,7,6,90.45022843,0.1428571429
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),scroll,6,0,16,0,6,5,146.6814338,0.1666666667
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),select_item,4,0,5,0,4,4,28.87976,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),session_start,6,0,7,0,7,6,0,0.1428571429
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),user_engagement,6,0,16,0,6,6,13.348158,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),view_item,4,0,7,946200,4,4,1.95167125,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-16,naver.com,referral,(referral),view_item_list,5,0,14,0,6,5,2.570453333,0.1666666667
Direct,유입,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),first_visit,5,5,5,0,5,1,0,0.8
Direct,유입,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),page_view,5,0,7,0,5,1,2.055651,0.8
Direct,활동,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),scroll,1,0,1,0,1,1,8.435468,0
Direct,활동,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),select_item,1,0,1,0,1,1,7.803661,0
Direct,유입,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),session_start,5,0,5,0,5,1,0,0.8
Direct,활동,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),user_engagement,1,0,1,0,1,1,5.167604,0
Direct,활동,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),view_item,3,0,3,292500,3,1,3.321175667,0.6666666667
Direct,활동,2025-05-01,2025-05-12,2025-05-17,(direct),(none),(direct),view_item_list,1,0,1,0,1,1,0,0
구분 불가 (not set),유입,2025-05-01,2025-05-12,2025-05-17,(not set),(not set),(not set),page_view,2,0,11,0,2,0,24.832115,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-17,(not set),(not set),(not set),scroll,5,0,8,0,5,0,4.4715714,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-17,(not set),(not set),(not set),select_item,2,0,3,0,2,0,3.5997015,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-17,(not set),(not set),(not set),user_engagement,2,0,7,0,2,0,550.1926375,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-17,(not set),(not set),(not set),view_item,2,0,6,681300,2,0,0,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-17,(not set),(not set),(not set),view_item_list,2,0,5,0,2,0,2.5061475,1
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,facebook.com,referral,(referral),first_visit,1,1,1,0,1,0,0,1
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,facebook.com,referral,(referral),page_view,1,0,1,0,1,0,0,1
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,facebook.com,referral,(referral),session_start,1,0,1,0,1,0,0,1
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,facebook.com,referral,(referral),user_engagement,1,0,1,0,1,0,7.674002,1
메타 광고,관심,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,add_to_cart,3,0,5,462600,3,3,9.507648,0
메타 광고,결제진행,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,begin_checkout,1,0,1,75600,1,1,4.994847,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,first_visit,36,36,36,0,36,23,0,0.3611111111
메타 광고,기타,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,form_start,1,0,4,0,1,1,10.196999,0
메타 광고,기타,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,form_submit,1,0,4,0,1,1,30.934158,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,page_view,41,0,196,0,41,28,26.17257612,0.3170731707
메타 광고,구매완료,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,purchase,1,0,1,52920,1,1,0.000152,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,scroll,30,0,94,0,30,27,114.7092245,0.1
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,select_item,19,0,52,0,19,17,10.04239937,0.1052631579
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,session_start,40,0,41,0,41,27,0,0.3414634146
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,sign_up,1,0,1,0,1,1,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,user_engagement,21,0,98,0,21,20,93.12745329,0.04761904762
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,view_item,18,0,65,5696100,18,18,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120221163862220122,view_item_list,39,0,104,0,39,28,4.762540077,0.2820512821
메타 광고,관심,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,add_to_cart,1,0,2,257400,1,1,13.349325,0
메타 광고,결제진행,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,begin_checkout,1,0,1,257400,1,1,0,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,first_visit,16,16,16,0,16,9,0,0.4375
메타 광고,기타,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,form_start,1,0,3,0,1,1,9.138951,0
메타 광고,기타,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,form_submit,1,0,2,0,1,1,41.606203,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,page_view,17,0,50,0,17,10,8.596658235,0.4117647059
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,scroll,10,0,24,0,10,10,18.3071546,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,select_item,5,0,5,0,5,4,2.3312554,0.2
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,session_start,17,0,17,0,17,10,0,0.4117647059
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,sign_up,1,0,1,0,1,1,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,user_engagement,11,0,31,0,11,9,27.68825645,0.1818181818
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,view_item,7,0,10,829800,7,7,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,ig,paid,120223568021060122,view_item_list,16,0,26,0,16,10,5.231685938,0.375
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),first_visit,7,7,7,0,7,5,0,0.2857142857
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),page_view,8,0,18,0,8,6,6.5193475,0.25
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),scroll,5,0,11,0,5,5,46.5123422,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),select_item,2,0,2,0,2,2,10.9940555,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),session_start,8,0,8,0,8,6,0,0.25
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),user_engagement,5,0,12,0,5,5,10.2195852,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),view_item,2,0,3,385200,2,2,2.457178,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-17,l.instagram.com,referral,(referral),view_item_list,5,0,6,0,5,5,0,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-17,naver,organic,(organic),session_start,1,0,1,0,1,0,0,1
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver,organic,(organic),user_engagement,1,0,1,0,1,0,0,1
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),first_visit,4,4,4,0,4,3,0,0.25
네이버 Organic,기타,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),form_start,1,0,1,0,1,1,8.517295,0
네이버 Organic,기타,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),form_submit,1,0,1,0,1,1,39.003527,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),page_view,4,0,18,0,4,3,13.31802275,0.25
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),scroll,2,0,6,0,2,2,23.951141,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),select_item,1,0,1,0,1,1,2.612854,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),session_start,4,0,4,0,4,3,0,0.25
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),sign_up,1,0,1,0,1,1,0,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),user_engagement,3,0,12,0,3,3,113.147478,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),view_item,1,0,3,293400,1,1,0,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-17,naver.com,referral,(referral),view_item_list,2,0,4,0,2,2,2.50068,0
유튜브,유입,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),first_visit,4,4,4,0,4,1,0,0.75
유튜브,유입,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),page_view,4,0,9,0,4,1,5.45961825,0.75
유튜브,활동,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),scroll,1,0,1,0,1,1,0.266361,0
유튜브,활동,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),select_item,1,0,2,0,1,1,7.361871,0
유튜브,유입,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),session_start,4,0,4,0,4,1,0,0.75
유튜브,활동,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),user_engagement,2,0,5,0,2,1,10.2373225,0.5
유튜브,활동,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),view_item,4,0,6,405900,4,1,4.316001,0.75
유튜브,활동,2025-05-01,2025-05-12,2025-05-17,youtube.com,referral,(referral),view_item_list,1,0,3,0,1,1,5.000483,0
Direct,관심,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),add_to_cart,1,0,3,116100,1,1,13.322766,0
Direct,유입,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),first_visit,6,6,6,0,6,4,0,0.3333333333
Direct,기타,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),form_start,1,0,2,0,1,1,13.021773,0
Direct,기타,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),form_submit,1,0,2,0,1,1,0.22303,0
Direct,유입,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),page_view,7,0,48,0,8,4,29.341778,0.5
Direct,활동,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),scroll,5,0,21,0,5,4,58.1703218,0.2
Direct,활동,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),select_item,1,0,3,0,1,1,70.208021,0
Direct,유입,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),session_start,7,0,8,0,8,4,0,0.5
Direct,활동,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),user_engagement,4,0,28,0,4,4,84.4243565,0
Direct,활동,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),view_item,3,0,10,594000,4,2,2.4755035,0.5
Direct,활동,2025-05-01,2025-05-12,2025-05-18,(direct),(none),(direct),view_item_list,5,0,12,0,5,4,0.9461698,0.2
구분 불가 (not set),유입,2025-05-01,2025-05-12,2025-05-18,(not set),(not set),(not set),page_view,3,0,5,0,3,0,3.411907667,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-18,(not set),(not set),(not set),scroll,4,0,5,0,4,0,7.5371285,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-18,(not set),(not set),(not set),select_item,1,0,1,0,1,0,4.124521,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-18,(not set),(not set),(not set),view_item,3,0,4,493200,3,0,0,1
구분 불가 (not set),활동,2025-05-01,2025-05-12,2025-05-18,(not set),(not set),(not set),view_item_list,1,0,1,0,1,0,0,1
메타 광고,관심,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,add_to_cart,2,0,2,115200,2,2,16.7597985,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,first_visit,28,28,28,0,28,19,0,0.3214285714
메타 광고,기타,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,form_start,1,0,4,0,1,1,9.162299,0
메타 광고,기타,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,form_submit,1,0,3,0,1,1,90.432488,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,page_view,37,0,156,0,38,26,80.90430692,0.3157894737
메타 광고,구매완료,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,purchase,1,0,1,54180,1,1,0.000676,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,scroll,23,0,67,0,24,24,37.53718471,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,select_item,13,0,33,0,14,13,15.90013371,0.07142857143
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,session_start,37,0,38,0,38,26,0,0.3157894737
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,sign_up,1,0,1,0,1,1,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,user_engagement,17,0,88,0,18,18,34.94287917,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,view_item,11,0,51,5027400,12,12,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120221163862220122,view_item_list,36,0,87,0,37,26,4.735864162,0.2972972973
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,first_visit,7,7,7,0,7,4,0,0.4285714286
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,page_view,8,0,24,0,9,5,7.357136667,0.4444444444
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,scroll,4,0,14,0,5,5,15.3180542,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,select_item,3,0,4,0,3,3,1.858766333,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,session_start,8,0,9,0,9,5,0,0.4444444444
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,user_engagement,3,0,10,0,4,4,22.104611,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,view_item,4,0,6,610200,5,5,0,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,ig,paid,120223568021060122,view_item_list,7,0,15,0,8,5,5.049186375,0.375
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),first_visit,11,11,11,0,11,10,0,0.09090909091
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),page_view,12,0,39,0,13,12,143.9520132,0.07692307692
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),scroll,8,0,16,0,8,8,12.84482013,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),select_item,3,0,4,0,3,3,13.002558,0
메타 광고,유입,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),session_start,12,0,13,0,13,12,0,0.07692307692
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),user_engagement,11,0,22,0,12,12,41.14509533,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),view_item,5,0,10,1292400,6,6,1.606547667,0
메타 광고,활동,2025-05-01,2025-05-12,2025-05-18,l.instagram.com,referral,(referral),view_item_list,11,0,15,0,11,11,0,0
유튜브,유입,2025-05-01,2025-05-12,2025-05-18,m.youtube.com,referral,(referral),first_visit,1,1,1,0,1,0,0,1
유튜브,유입,2025-05-01,2025-05-12,2025-05-18,m.youtube.com,referral,(referral),page_view,1,0,1,0,1,0,0,1
유튜브,유입,2025-05-01,2025-05-12,2025-05-18,m.youtube.com,referral,(referral),session_start,1,0,1,0,1,0,0,1
유튜브,활동,2025-05-01,2025-05-12,2025-05-18,m.youtube.com,referral,(referral),view_item,1,0,1,82800,1,0,4.655671,1
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver,organic,(organic),click,1,0,1,0,1,0,0,1
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-18,naver,organic,(organic),first_visit,1,1,1,0,1,0,0,1
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-18,naver,organic,(organic),page_view,1,0,1,0,1,0,0,1
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver,organic,(organic),scroll,1,0,1,0,1,0,8.154583,1
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-18,naver,organic,(organic),session_start,1,0,2,0,2,0,0,1
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver,organic,(organic),user_engagement,1,0,1,0,1,0,0,1
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),first_visit,2,2,2,0,2,2,0,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),page_view,3,0,21,0,3,3,28.17202667,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),scroll,2,0,5,0,2,2,25.7337065,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),select_item,2,0,5,0,2,2,38.4899325,0
네이버 Organic,유입,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),session_start,3,0,3,0,3,3,0,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),user_engagement,3,0,14,0,3,3,47.13316467,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),view_item,2,0,7,669600,2,2,0,0
네이버 Organic,활동,2025-05-01,2025-05-12,2025-05-18,naver.com,referral,(referral),view_item_list,3,0,10,0,3,3,0,0
유튜브,유입,2025-05-01,2025-05-12,2025-05-18,youtube.com,referral,(referral),first_visit,2,2,2,0,2,1,0,0.5
유튜브,유입,2025-05-01,2025-05-12,2025-05-18,youtube.com,referral,(referral),page_view,2,0,2,0,2,1,0,0.5
유튜브,활동,2025-05-01,2025-05-12,2025-05-18,youtube.com,referral,(referral),scroll,1,0,1,0,1,1,10.807178,0
유튜브,유입,2025-05-01,2025-05-12,2025-05-18,youtube.com,referral,(referral),session_start,2,0,2,0,2,1,0,0.5
유튜브,활동,2025-05-01,2025-05-12,2025-05-18,youtube.com,referral,(referral),view_item,2,0,2,81000,2,1,5.048196,0.5
Direct,활동,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),click,1,0,1,0,1,1,22.010173,0
Direct,유입,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),first_visit,7,7,7,0,7,5,0,0.2857142857
Direct,기타,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),form_start,1,0,1,0,1,1,3.432318,0
Direct,기타,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),form_submit,1,0,1,0,1,1,0,0
Direct,유입,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),page_view,11,0,42,0,11,9,13.00274055,0.1818181818
Direct,활동,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),scroll,6,0,18,0,6,6,11.08388017,0
Direct,활동,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),select_item,2,0,4,0,2,2,6.560562,0
Direct,유입,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),session_start,11,0,11,0,11,9,0,0.1818181818
Direct,활동,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),user_engagement,6,0,14,0,6,6,15.1030355,0
Direct,활동,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),view_item,6,0,8,705000,6,5,4.392498833,0.1666666667
Direct,활동,2025-05-01,2025-05-19,2025-05-19,(direct),(none),(direct),view_item_list,6,0,13,0,6,6,1.913784,0
구분 불가 (not set),유입,2025-05-01,2025-05-19,2025-05-19,(not set),(not set),(not set),page_view,1,0,1,0,1,0,0,1
구분 불가 (not set),활동,2025-05-01,2025-05-19,2025-05-19,(not set),(not set),(not set),scroll,2,0,2,0,2,0,2.497371,1
구분 불가 (not set),활동,2025-05-01,2025-05-19,2025-05-19,(not set),(not set),(not set),view_item,1,0,1,124000,1,0,0,1
메타 광고,유입,2025-05-01,2025-05-19,2025-05-19,adsmanager.facebook.com,referral,(referral),page_view,1,0,4,0,2,2,11.2797385,0
메타 광고,활동,2025-05-01,2025-05-19,2025-05-19,adsmanager.facebook.com,referral,(referral),scroll,1,0,1,0,1,1,5.006029,0
메타 광고,유입,2025-05-01,2025-05-19,2025-05-19,adsmanager.facebook.com,referral,(referral),session_start,1,0,3,0,3,2,0,0.3333333333
메타 광고,활동,2025-05-01,2025-05-19,2025-05-19,adsmanager.facebook.com,referral,(referral),user_engagement,1,0,4,0,3,2,33.55585733,0.3333333333
