월,주,일,목표,캠페인이름,광고세트,기기유형,플랫폼,기기플랫폼,연령,성별,비용,노출,링크클릭,전환수,전환값,타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"33,869",54615,59,2.75,91300,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,494,1477,3,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,282",1092,3,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"22,031",23302,42,0.83286,32148.396,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"28,390",26466,60,2.872437,97094.0048,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,712",1161,5,1.872078,42683.3784,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,588",1194,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,739",873,7,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,,159,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,136,1163,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,123,72,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,176,79,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,349,188,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,168,71,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,279,67,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,479,53,1,0.83286,32148.396,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,314,177,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"4,116",1037,10,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,668,226,4,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"18,627",5371,43,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,440,383,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"1,721",177,5,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,485,94,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,7,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"1,197",4,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,3,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,10,5,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,8,8,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,100,4,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,21,4,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,13,11,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,438,111,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,382,12,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-14,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,724,17,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"391,498",345558,961,39.085125,1143263.682,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,077",867,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,248,1058,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,278,735,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"22,226",30633,35,2.25,62200,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,304,1060,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,103,585,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"14,016",15963,28,2,59400,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"13,395",16730,38,1.000359,37460.6264,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,745",2308,8,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,176,650,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,526",804,4,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,813",664,6,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,210,684,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,161,40,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,147,59,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,206,64,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,271,38,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,184,40,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,111,32,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,986,337,4,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,537",1519,4,2,58250,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,229,157,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"11,191",5501,20,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,132,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,256,4,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,235,366,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,256,113,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,49,95,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,23,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,55,5,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,114,6,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,1,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,6,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,11,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,8,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,3,94,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,15,29,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-15,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,9,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"726,832",460468,1964,104.482898,2987461.501,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"5,253",1816,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"3,421",3100,5,1,19900,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,775,1092,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"32,352",38636,48,6.09039,132751.282,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,578,1252,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,486,896,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"75,177",45980,265,13.502364,416769.9744,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"41,291",40331,135,4.060318,79812.0714,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"30,944",29506,156,2.012388,33070.4476,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,240,983,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,997",3466,15,1,29600,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"6,709",3282,24,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,068",1236,3,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,175,62,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,716,178,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,298,165,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,396,80,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,346,98,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,239,94,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"31,044",5144,100,7.5,282200,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"8,714",8586,43,0.005099,90.7622,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,814",518,11,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"64,448",7894,81,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,26,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,51,6,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,194,565,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"5,182",912,14,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,78,189,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,74,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,52,17,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,99,9,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,183,5,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,32,10,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,285,25,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,33,5,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,413,9,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,27,19,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"5,074",730,13,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,761,14,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-16,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,380,16,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"785,175",526901,2090,73.498067,1708645.987,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,220,1719,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"1,794",3682,2,1,22800,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,726,1202,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"39,610",42312,56,0.954805,21769.554,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,117",1343,3,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,118,1060,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"68,107",45516,228,8.970225,199350.9684,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"40,052",40190,142,4.999282,113578.7472,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"38,425",32976,162,5.008772,103059.6512,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,281,1207,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"4,012",2499,16,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"2,949",1804,10,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,305,1523,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,176,63,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,250,122,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,146,126,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,75,34,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,354,84,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,97,62,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"18,287",4300,81,3,69200,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,"8,534",5469,32,0.006648,321.7632,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),1번째 애셋 그룹,-,-,-,-,-,362,284,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"43,560",6216,58,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,198,863,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"1,097",515,5,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"1,368",332,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,2,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,"1,312",74,2,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,264,1,1,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,21,0,0,0,리타겟팅
2025-07-01,2025-07-14,2025-07-17,PERFORMANCE_MAX,실적최대화(데이지발매트),2번째 애셋 그룹,-,-,-,-,-,,1,0,0,0,리타겟팅
